app	review	rating	sentiment	vader_compound	theme
PayPal	perfect no problem quick and easy....	5	negative	-0.0516	UX
PayPal	has been using 4 year without problem then suddenly got permanently limited without reason	1	positive	0.092	Other
PayPal	I love the app	5	positive	0.6369	Other
PayPal	Great app!	5	positive	0.6588	Other
PayPal	good	5	positive	0.4404	Other
PayPal	speedy delivery	5	neutral	0	Other
PayPal	the app is no longer compatible with my phone since the update	1	negative	-0.296	Other
PayPal	won't even let me in the app whenever I use my number. trash, dont even waste your time	1	positive	0.3883	Other
PayPal	very surprised about it and easy as I have disability issues with Ai but found this one easier	5	positive	0.7389	UX
PayPal	IT WORKS!!!!	5	neutral	0	Other
PayPal	not working	1	neutral	0	Other
PayPal	Hate all the new gif options...ðŸ¤¬	4	negative	-0.5719	Other
PayPal	Top	5	positive	0.2023	Other
PayPal	thank you	5	positive	0.3612	Other
PayPal	always great	5	positive	0.6249	Other
PayPal	very practical, although their fees are quite high	4	neutral	0	UX
PayPal	good	5	positive	0.4404	Other
PayPal	Konyol, Orang udah verif data pribadi plus bayar Verif kartu malah langsung blokir permanen, hadeh, aplikasi lawak	1	neutral	0	Other
PayPal	unsafe steal money from your account	1	negative	-0.4939	Account
PayPal	uselessness app	1	negative	-0.3818	Other
PayPal	fine. the customer support in the app is non existent and relies on an"AI" assistant which isn't even a chat-bot and directed you to the top 3 FAQs, none of which are your solution. No ability to submit a support ticket. very disappointed.	1	positive	0.719	Other
PayPal	good	5	positive	0.4404	Other
PayPal	Paypal is one of the best app i have always wanted to use, with its user friendly mode and easy navigation everyone can enjoy the app make seemless transfer without any issue	5	positive	0.926	UX
PayPal	good app and fast	5	positive	0.4404	Other
PayPal	My PayPal account was permanently banned, and after the permanent ban there was no option to verify my identity or appeal for a second review. Genuine users should be given at least one chance to complete ID verification before losing access permanently. The policies feel too strict, and because of this experience I decided to close my account.	1	negative	-0.8555	Account
PayPal	It won't send me the code to my phone so how am I supposed to use it?	1	neutral	0	Other
PayPal	nice	5	positive	0.4215	Other
PayPal	makes sending money easy	5	positive	0.4404	UX
PayPal	my favorite so far	5	positive	0.4588	Other
PayPal	it is fast and easy to use	5	positive	0.4404	UX
PayPal	I can't make an account since the government hasn't given my national id. I hope there are more options other than passport, national id, and drivers license like maybe bc?? and lastly i hope teens can make their account in this app	3	positive	0.8253	Account
PayPal	this app has a LOT of history of them deactivating or/and putting your account on hold. Don't even risk it. Customer service is ahh. such a bummer, too since it's a widely used payment method for art commissions. Try Wise as an alternative. i do NOT recommend it i have a friend and they have over maybe 15k on their wallet and their account got on hold. worst payment app ever.	1	negative	-0.1769	Account
PayPal	Poor service protects companies selling nock offs or horror quality won't let you get money back	1	negative	-0.6705	Features
PayPal	App Feedback â€“ Unable to Access My Account I am writing to share my feedback regarding a serious issue I have been experiencing with the PayPal mobile application. I am currently unable to open or access my account through the app, and I would like to bring this to your attention so it can be investigated and resolved. When I attempt to open the PayPal app and log in, I am met with an error message indicating that there is a problem with my account. The app does not allow me to proceed.	1	negative	-0.242	Stability
PayPal	app not working add bank account and confirmation please check the problem glitch about add bank account ðŸ˜•ðŸ˜•ðŸ˜• not satisfied	3	negative	-0.4082	Account
PayPal	I am very frustrated with this Platform. Especially with the incompetent and useless customer service that can't help you with your issue. they keep saying the same resolution to check the activity page but it's useless and that's all they can do. They will end the chat without the issue being resolved. I had lost my money in this platform for $83.93, my account went under review since 2022 and up until now there's no resolution. It's very disappointing to use this platform	1	negative	-0.9595	Account
PayPal	always good ðŸ‘	5	positive	0.4404	Other
PayPal	Love it!	5	positive	0.6696	Other
PayPal	good app	5	positive	0.4404	Other
PayPal	Very good and handy easy to used	5	positive	0.7264	UX
PayPal	marvelous	5	positive	0.5994	Other
PayPal	it's a good app to use	5	positive	0.4404	Other
PayPal	it good PayPal ðŸ’¯	5	positive	0.4404	Other
PayPal	always there when u need them	5	neutral	0	Other
PayPal	I must say, I've been a loyal customer for quite some time now. But I may change that now. I don't have a bank account and I no longer have a card to use for my account. I can't get my new netspend card working and can't talk to anyone there. And no way to get cash out of my PayPal. So I'm not seeing any reason to use it anymore. I'd keep using it if I could get my cash but I don't see any way of doing that.	2	negative	-0.5499	Account
PayPal	I'm not sure who the child is that they got to program this thing. but this is about the worst app that's ever been programed. its straight out of Idiocracy.	1	negative	-0.6986	Other
PayPal	No problems with it yet	5	negative	-0.5994	Other
PayPal	nice	5	positive	0.4215	Other
PayPal	scam running on PayPal and unable to directly contact PayPal will remove PayPal as soon as I can figure how to block all payments gone from great app to crape	1	negative	-0.3612	Features
PayPal	horrid policy!! EVERY TIME I MAKE A NEW REVIEW IT JUST GETS WORSTT!! you cant just hold the money off someone surviving on scraps!! permanently closed my account after i provided the necessary info, you should be ashamed of yourselves for making your users experience this horrid unreliable customer service and slow action!!! they suspend your account with no probable cause and it takes way too much time to gain access again!!!	1	negative	-0.8798	Stability
PayPal	I like pay pal . I play a game off JUST PLAY EVERY 3 HOURS THEY CASH OUT. may be small change but it adds up	5	positive	0.5133	Other
PayPal	brilliant	5	positive	0.5859	Other
PayPal	fantastic	5	positive	0.5574	Other
PayPal	The app make sending money so much easier than the online service!!! Its so much easier to login than online, too!!! The app is great!! I'm so glad I decided to download it!! Thanks PayPal!!	5	positive	0.956	Account
PayPal	bucks can't open app with icon	1	neutral	0	Other
PayPal	I tried to put in my new phone number, but it just wouldnt let me, Samething goes for my card from another bank when i try to put in that card. before they updated the app everything was great. I hate this new update.	1	positive	0.1901	Features
PayPal	you made it so easy that a child can have this and I don't want something that can be hacked that easy	1	positive	0.6768	UX
PayPal	ð‘ ð‘œ ð‘™ð‘œð‘£ð‘’ð‘™ð‘¦ ð‘¡ð‘œ ð‘’ð‘Žð‘Ÿð‘› ð‘ð‘Žð‘ â„ŽðŸ¥°ðŸ˜˜	5	neutral	0	Other
PayPal	App crashes any tine I open it. I have tried uninsywlling and reinstalling, clewring out the storage and cache etc. Any time i open the app, after 5 seconds it says there was a problem and to use the browser, then closes the app.	1	negative	-0.4019	Stability
PayPal	so far it's been great	5	positive	0.6249	Other
PayPal	Please reconsider getting rid of the 5% cash back to our balance or savings. The paypal debit will be worthless to me, i might as well use my banks debit card. Paypal is great and so is their Savings account and Yield on PYUSD at 4% is awesome. I would use them as my sole bank if the app was more professional and removed the Recommend For You shopping section. I don't want to see shoes and monitors for sale in my banking app, ghetto. other than that, wonderful service and bridge between banks.	3	positive	0.9401	Account
PayPal	fun	5	positive	0.5106	Other
PayPal	a great service very easy and safe to use ðŸ‘	5	positive	0.8874	UX
PayPal	Great	5	positive	0.6249	Other
PayPal	If you have a problem it will take you forever to get it taken care of. Zero customer service, and I've had my account for 20 years.	1	positive	0.128	Account
PayPal	Easy and simple to use	5	positive	0.4404	UX
PayPal	download	4	neutral	0	Other
PayPal	I had multiple payments go through without issues and then all of a sudden you guys got me having to scan my face and upload ID (which I don't have at the moment) and all that which came out of absolutely nowhere by the way. and I also find it bewildering that I still have to do it when I want to delete my account. genuinely what sense is this supposed to make?	1	positive	0.0772	Account
PayPal	they can be difficult to get in touch with but the app is easily navigated and they arefast	4	positive	0.3291	Other
PayPal	PayPal lets me accept money from games I play on my phone	5	positive	0.6124	Features
PayPal	excellent!	5	positive	0.6114	Other
PayPal	always trusted since dial up	5	positive	0.4767	Other
PayPal	okay, after installing the app and then trying to sign up, I get stuck at adding address, when ever I include the my address it shows. problem from our end, or no network connection to meanwhile on there's active network on my device, that's just so frustrating	1	negative	-0.722	Stability
PayPal	The only complaint I have is my card was stolen. I reported it. they mailed me out another one which I never got so I called them and I still have never gotten my card replaced. I can put money on my PayPal account but I can't take it off because I don't have the physical card and I can't use it in tap and pay because I never finished setting up my card which I've never gotten	5	negative	-0.5106	Account
PayPal	Nightmare to get support. Its a circle of stupid questions and not any email for a question	1	negative	-0.1779	Other
PayPal	if I could give a zero star I would. HORRIBLE customer service.	1	negative	-0.6408	Other
PayPal	Unable to receive SMS	1	neutral	0	Other
PayPal	not able to access my account	1	neutral	0	Account
PayPal	smooth asf	5	neutral	0	Other
PayPal	I love it	5	positive	0.6369	Other
PayPal	Works well however I am curious why a payment application needs 1gb of storage space. what else are they doing on my phone. a little suspicious.	3	positive	0.2944	Features
PayPal	good app	5	positive	0.4404	Other
PayPal	I am very, very happy with Paypal, but I would love to be able to have a set date for continuous payments. I used to do this, until I decided to change my amount I was sending, and for the life of me, I cannot find how to do it now! Last month, I was waiting 3 weeks for the money to be taken out, then realised I needed to do it each monthðŸ˜‚. I even tried to find Free Presbyterian Mission Society of Africa in the list, but nothing came up. Otherwise, I'll rememberðŸ˜€.	5	positive	0.9346	Features
PayPal	quick safe and reliable, not much more you need for online purchasing	5	positive	0.4404	UX
PayPal	PayPal is great !!Â¡!!!Â¡!Â¡!!!!!Â¡!Â¡!!	5	positive	0.7405	Other
PayPal	I did NOT order this. how can I get rid of this app?	1	neutral	0	Other
PayPal	best app ever	5	positive	0.6369	Other
PayPal	restricting account for no reason, scam app!!	1	negative	-0.8436	Account
PayPal	it stole my money	1	neutral	0	Features
PayPal	I need my money	5	neutral	0	Features
PayPal	always there for my needs	5	neutral	0	Other
PayPal	updated now can't use	1	neutral	0	Other
PayPal	good	5	positive	0.4404	Other
PayPal	app is active and easy to use	5	positive	0.6808	UX
PayPal	Payments and Transfers have been Super Easy!	5	positive	0.7959	UX
PayPal	love paypal	5	positive	0.6369	Other
PayPal	good service .	5	positive	0.4404	Other
PayPal	i am truly grateful for this app because the transaction are quick and effective thank you so much PayPal ðŸ™ðŸ‘	5	positive	0.8885	UX
PayPal	unable to confirm using my own e-mail and particulars !	1	neutral	0	Other
PayPal	limited My account without any unusual activity for permanent and not closing my account	1	negative	-0.2263	Account
PayPal	The app send and pay money ðŸ¤‘ ðŸ’° ðŸ˜‰	5	negative	-0.1027	Features
PayPal	great	3	positive	0.6249	Other
PayPal	verry bad app	1	negative	-0.5423	Other
PayPal	if you are Nigerian it's better you stay away from this app they are simply inefficient and unreliable because tell me why my account got permanently banned even without using it I hate the app ðŸ˜¡ would have given it 0 stars but it's not possible	1	positive	0.238	Account
PayPal	Iâ€™m very disappointed with how PayPal handled my account. After receiving a legitimate large transfer, they suddenly limited my account and marked the transaction as suspicious without clearly explaining why. I submitted every document they requested, yet my review was still denied. Now Iâ€™m forced to wait 180 days to access my own money. As a student, this situation has caused me stress and financial difficulty. I honestly would not recommend PayPal for large transactions.	1	negative	-0.9536	Account
PayPal	it was very simple	5	neutral	0	Other
PayPal	great	4	positive	0.6249	Other
PayPal	wat a joke of an app	1	positive	0.296	Other
PayPal	Updating shipping addresses is an ordeal; it shouldn't be anywhere near that difficult. Frustrating and disappointing.	1	negative	-0.8225	Other
PayPal	I'm happy with this app â˜ºï¸ ðŸ¤—	5	positive	0.5719	Other
PayPal	Awesome game	5	positive	0.6249	Other
PayPal	they blocked my account for nothing	1	negative	-0.2732	Account
PayPal	Installed this app so I can leave something people will see. tried to show some support for my favorite historian on youtube, but he only takes paypal. Haven't used PayPal in a while so I tried to log in, password didn't work. I made a new password and tried to send him money, only to get an email saying that my account has been permanently disabled. No explanation. And after going through all that, I tried to reply to this email and of course that goes nowhere. Great job team. see ya never.	1	negative	-0.6839	Account
PayPal	i really want this but i hardly to log in	4	positive	0.0763	Other
PayPal	easy and trusted receive money from other country..	5	positive	0.7184	UX
PayPal	doing fraud pay pal company I got received 5 dollar exchange rate 94 today but they give 90 ruppes exchange rate + also .61 dollar they cut his charges if I got received 5 dollar they give 398 ruppes do you understand his fraud and which level of they earn	1	negative	-0.9201	Other
PayPal	Nice app	5	positive	0.4215	Other
PayPal	Excellent!!!	5	positive	0.6784	Other
PayPal	amazing	5	positive	0.5859	Other
PayPal	Really? Gambling ads? Seller fees don't generate enough revenue for you?	1	neutral	0	Other
PayPal	Terrible experience. First, I can't link my bank account even after waiting for more than 3 days. I tried recreating a new account but I couldn't receive my SMS code several times, then "We're sorry we can't send you a new code right now" happened. That means I have to seriously wait for another day? I have wasted many days just to try setting up my account and yet I can't	3	negative	-0.8338	Account
PayPal	I'm going to use it much lately but when I get my disability maybe things will work out	5	neutral	0	Other
PayPal	very good and does all the necessary easily Go ðŸ‘	5	positive	0.6801	Other
PayPal	so easy to transfert money	5	positive	0.4927	UX
PayPal	nice	3	positive	0.4215	Other
PayPal	I've been using PayPal for about 1-2 years so far. No problems.	5	negative	-0.6643	Other
PayPal	does what it says it'll do very professional	5	neutral	0	Other
PayPal	can't seem to be able to direct money to paypal from games that pay to test them....it worked a first couple of times but it won't let me now..called paypal they keep telling it my bank doing it...so I call my bank..they say the problem is at paypal...this has been going on for a month or more..I have money to transfer..but no way to get it..lose $300 the last time I tryed and more before that..if I could rate it lower I would..( - )	1	negative	-0.8537	Features
PayPal	useless app and service from paypal i can't even update my debit when i try looking for help there is no agent and the ai assitant is a complete joke it completely run away from questions!!	1	negative	-0.1739	Other
PayPal	love this app it very fast safe and secure	3	positive	0.8683	Other
PayPal	Ludicrous app size of 1.04GB on my device, that does not include any user data or cache. That is mind boggling for what it is.	1	negative	-0.3612	Other
PayPal	why does PayPal need to be almost 1gb in size?	1	neutral	0	Other
PayPal	The App does ok as far as sending & receiving payments haven't tried the pay in 4 payments option but when ot comes to receiving points for cash back for spending or shopping ive received some of my cash back for some points but I've had alot of points from spending that weren't given to back for cash but it says I have points from what ever I purchased I guess u can't recieve them all jus some seems like PayPal collecting those points I have not received an getting the cash! BB bad business...	2	negative	-0.2603	Features
PayPal	great	5	positive	0.6249	Other
PayPal	thank you	5	positive	0.3612	Other
PayPal	very worst giving 1 star is also waste for this while entering the codes we need to open mail account if we open mail all the tabs will close and the process start from scratch again we need to fill all our details i tried 5 times to create an account very worst situation I faced in early morning	1	negative	-0.832	Account
PayPal	Pay Pal is absolutely great. So convenient and simple. Easy transfers and payments.	5	positive	0.7841	UX
PayPal	doesn't open, keeps telling me I need an update, and when I click the update button, it just keeps cycling back to the screen telling me I need to update.	1	neutral	0	Other
PayPal	easy to use actually ðŸ˜	5	positive	0.4404	UX
PayPal	fantastic	5	positive	0.5574	Other
PayPal	They permanently closed my account for "reasons" and won't tell me why. I followed their rules to a T but apparently that's not good enough.	1	negative	-0.4782	Account
PayPal	wonderful	5	positive	0.5719	Other
PayPal	Easy to use and convenient â˜ºï¸	5	positive	0.4404	UX
PayPal	This app, although convenient, glitches out sometimes and takes money out of your account without fully processing the order. For example, if I'm ordering food on an app, PayPal will sometimes take money out of my account but the app will not process the order. Now I'm hungry and broke, and I have to wait 30 minutes for a refund. Other than that the app is really convenient and helpful.	3	positive	0.1016	Account
PayPal	Great service and customer support.	5	positive	0.7783	Other
Revolut	so great and easier	5	positive	0.8155	Other
Revolut	Rock and roll of app, very helpfull	5	neutral	0	Other
Revolut	very good and nice ðŸ’¯	5	positive	0.7397	Other
Revolut	It's a bit annoying how it constantly prompts me to do face ID for low risk changes (like changing the card limit from $75 to $85). I appreciate the security for high risk things like adding new recipients or sending large amounts but it seems overkill for small changes.	4	negative	-0.0516	Features
Revolut	Saves me bank fees on international transactions, premium metal card, best UI/UX of all apps, and a great international gateway for global clients to pay to.	5	positive	0.836	UX
Revolut	Everything is 3asy to use	5	neutral	0	Other
Revolut	I am a newbie here, but so far it's been a gratifying experience. I had to exceed my paying limit for this month, and I wasn't charged. I have only words of gratitude - thank you!	5	positive	0.9364	Other
Revolut	ok after a difficult on boarding	4	negative	-0.0772	Other
Revolut	fantastic	5	positive	0.5574	Other
Revolut	the best	5	positive	0.6369	Other
Revolut	Superb used experience.	5	positive	0.6249	Other
Revolut	its wonderful, i am enjoying all functions, very user friendly and makes my day easy	5	positive	0.9257	UX
Revolut	The best app and bank for me, easy and understandable, I whish all worked like that. Thanks!	5	positive	0.9151	UX
Revolut	just super, thank you	5	positive	0.7506	Other
Revolut	excellent	5	positive	0.5719	Other
Revolut	really good	5	positive	0.4927	Other
Revolut	I opened 2 business accounts, $80 per month was a little pricey, but the services, support and advantages compared to the old banks, was worth every cent! great app!	5	positive	0.9467	Account
Revolut	Very good	5	positive	0.4927	Other
Revolut	An example for other banks out there in the Netherlands.	5	neutral	0	Other
Revolut	very fast and great personal support	5	positive	0.7943	Other
Revolut	Best solution for Business!	5	positive	0.7777	Other
Revolut	awesome	5	positive	0.6249	Other
Revolut	nice	5	positive	0.4215	Other
Revolut	Good user friendly app, easy to connect and resolve issues.	5	positive	0.891	UX
Revolut	Great Bank very easy and can do international payments	5	positive	0.807	UX
Revolut	Incompetent support staff	1	negative	-0.1027	Other
Revolut	Excelent.	5	neutral	0	Other
Revolut	easy to use. all the information organized	5	positive	0.4404	UX
Revolut	Great	5	positive	0.6249	Other
Revolut	Very easy to use and full of useful features. Light years ahead of the offering from our legacy bank.	5	positive	0.7264	UX
Revolut	Been a customer since before they became an official bank, see it grow and I can only say positive things about it! Keep up the good work team!	5	positive	0.7955	Other
Revolut	Easy to use, able to keep track of expenses which are linked to our accountancy package. Regular emails keep us informed	5	positive	0.4404	Account
Revolut	very fair pricing and excellent services	5	positive	0.7425	Other
Revolut	Very poor KYC process, not a good experience overall	1	negative	-0.7003	Other
Revolut	Great user friendly bank.	5	positive	0.8074	Other
Revolut	excellent service ðŸ‘	5	positive	0.5719	Other
Revolut	very easy to use	5	positive	0.4927	UX
Revolut	excellent customer care. and ease of use .	5	positive	0.8555	Other
Revolut	excellent	5	positive	0.5719	Other
Revolut	very useful app	5	positive	0.4927	Other
Revolut	very user-friendly	5	neutral	0	Other
Revolut	great banking app. Just wish they hadn't stopped cash despoits.	5	positive	0.8159	Other
Revolut	quick and reliable	5	neutral	0	UX
Revolut	Perfect and reliable at anytime. love it	5	positive	0.836	Other
Revolut	lovely user experience	5	positive	0.5859	Other
Revolut	exceptional best of all the banking apps	5	positive	0.6369	Other
Revolut	Great costomer swrvice	5	positive	0.6249	Other
Revolut	easy to use	5	positive	0.4404	UX
Revolut	An experience so much smoother than traditional banks! No getting tripped up over procedures, just getting everything done.	5	negative	-0.3595	Other
Revolut	Easy to set up, virtually immediate response and done in less than 24 hours. I would reccomend to anyone. Great job!	5	positive	0.807	UX
Revolut	it does everything we need.	5	neutral	0	Other
Revolut	nice	5	positive	0.4215	Other
Revolut	Nice simple layout and lots of features	5	positive	0.4215	Other
Revolut	Excellent. pillar banks good riddance	5	positive	0.765	Other
Revolut	Brilliant bank with your interest and safety at heart.	5	positive	0.8625	Other
Revolut	Very easy to set up and get going but I feel they take security seriously	5	positive	0.4848	UX
Revolut	Revolut promised to pay a referal fee for bringing a new business client. I brought a new client, but they decided not to pay a referral fee . I think, you do not cheat your clients out of the referral fee who have been loyal to you client for more than 3 years. Very upset. Be careful what they promise.	1	positive	0.8283	Other
Revolut	very quick and easy	5	positive	0.4877	UX
Revolut	The easiest, most streamlined way I've found to manage multi-account workplace expenses.	5	positive	0.4215	Account
Revolut	Their selfie identification is too much. My accountant service refused to use it because of that and it takes me 15 minutes to identify myself or I can't do it at all. Is there really no other way to authorise? And all this to transfer 50 euros. Maybe it should be possible to turn it off for amounts less than 200 euros or something.	1	negative	-0.5709	Account
Revolut	easy xx	5	positive	0.4404	UX
Revolut	it has everything you need, evan if you are new on the market ðŸ˜‰	5	neutral	0	Other
Revolut	very very good	5	positive	0.5379	Other
Revolut	Easy and intuitive	4	positive	0.4404	UX
Revolut	Great	5	positive	0.6249	Other
Revolut	very sad intuitive interface	5	negative	-0.5256	UX
Revolut	SATISFACTION	5	positive	0.4404	Other
Revolut	great it work perfectly	5	positive	0.8519	Other
Revolut	Very simple, handy and much better than any Luxembourg's Bank so far. thanks from my heart for making our lives easier ðŸ‘â¤ï¸	5	positive	0.835	Other
Revolut	Super easy and quick	5	positive	0.7783	UX
Revolut	Easy, intuitive and clear	5	positive	0.6705	UX
Revolut	so easy to use	5	positive	0.4927	UX
Revolut	Great service and Mr. Stefanos Tsirimokos has É“een very helpful and professional during the bank account opening process.	5	positive	0.8016	Account
Revolut	excellent	5	positive	0.5719	Other
Revolut	Really easy to use, no reason to use traditional banks who have zero customer service.	5	positive	0.2484	UX
Revolut	its really easy and smooth to use i love it	5	positive	0.8122	UX
Revolut	Revolut Business Customer Service is excellent and have high security and Safety maintained all times protected Customer money ðŸ’° and great transparency and great support and service ðŸ‘ ðŸ˜€	5	positive	0.9709	Features
Revolut	very good bank and easy to track all your expenses.	5	positive	0.7264	UX
Revolut	It's a great app all the features are easy to use	5	positive	0.7906	UX
Revolut	Excellent functionality	5	positive	0.5719	Other
Revolut	I'm a small business owner and this app allows easy access to a business account, expenses software, reporting tools and control over my payments I'd recommend it without hesitation	5	positive	0.7363	Account
Revolut	simple and clean , easy to use .	5	positive	0.6808	UX
Revolut	Great app	5	positive	0.6249	Other
Revolut	Very intuitive UX	5	neutral	0	UX
Revolut	Very good	5	positive	0.4927	Other
Revolut	a number of teething problems at the start and still a few problems on occasions.	3	negative	-0.6249	Other
Revolut	Just bankinh	5	neutral	0	Other
Revolut	simpler better faster!!	5	positive	0.5399	Other
Revolut	A breath of fresh air in the banking sector	5	positive	0.3182	Other
Revolut	Very easy to use, and very flexible terms.	5	positive	0.6582	UX
Revolut	Best Ã®n RO.	5	positive	0.6369	Other
Revolut	good app but at times camera scanning of face is inconsistent	4	positive	0.2382	Other
Revolut	Hassle free and quick	5	positive	0.5106	UX
Revolut	great	5	positive	0.6249	Other
Revolut	Excellent experience	5	positive	0.5719	Other
Revolut	very convenient	5	neutral	0	Other
Revolut	Awesome! Makes life so easy	5	positive	0.8455	UX
Revolut	excellent	5	positive	0.5719	Other
Revolut	Quick, simple, very smooth process	5	neutral	0	UX
Revolut	excelent product, handling many business needs in one app . thank you	5	positive	0.3612	Other
Revolut	Î¼Î¿Ï… Î­Ï‡ÎµÎ¹ Î»ÏÏƒÎµÎ¹ Ï„Î± Ï‡Î­ÏÎ¹Î±, Ï€Î¿Î»Ï ÎºÎ±Î»Î® ÎµÎ¼Ï€ÎµÎ¹ÏÎ¯Î±	5	neutral	0	Other
Revolut	it's a belter I can't lie	5	neutral	0	Other
Revolut	the best bank in the world	5	positive	0.6369	Other
Revolut	very good but need to use the full bank version.	5	positive	0.2724	Other
Revolut	I love it, its a much better experience than any conventional banking app... using revolut is like a breath of fresh air after having to use Eurobank banking app which was horrible. the fees are so much lower as well. I strongly recommend revolut especially when dealing with a lot of international transactions and currency exchanges	5	positive	0.8915	Other
Revolut	very easy to use	5	positive	0.4927	UX
Revolut	easy and quick service	5	positive	0.4404	UX
Revolut	Reliable and user friendly	5	positive	0.4939	Other
Revolut	Great app	5	positive	0.6249	Other
Revolut	We recently moved from another business bank because the app was clunky and unreliable. The Revolut app is streets ahead and where it should be.	5	neutral	0	Other
Revolut	great	5	positive	0.6249	Other
Revolut	never log in, 30 minutes trying every time,	1	neutral	0	Other
Revolut	Top app	5	positive	0.2023	Other
Revolut	that's great	5	positive	0.6249	Other
Revolut	fantastic app but you do get payment problems. really good app for day to day use, banking, transfers etc. we have had merchant problems and customer service is none existent. Revolut is the future of banking... worlds still not ready unfortunately.	3	negative	-0.1584	Features
Revolut	great ðŸ‘	5	positive	0.6249	Other
Revolut	best business app	5	positive	0.6369	Other
Revolut	works great with a modern lifestyle	5	positive	0.6249	Other
Revolut	all good, really like it	5	positive	0.6901	Other
Revolut	best banking app ever	5	positive	0.6369	Other
Revolut	good once setup	5	positive	0.4404	Other
Revolut	revolut business is a very good financial app. a must have for proffessionals	5	positive	0.4927	Other
Revolut	great	5	positive	0.6249	Other
Revolut	the app is very good but it is very boring because it asked you to repeat stuff.	4	negative	-0.3167	Other
Revolut	very fast and convenient transfer between own accounts	5	neutral	0	Account
Revolut	Absolute Scam of a business. in October 2025 they sneakily forced a subscription only service. no more free teir. being a UK bank they now boast but still this online, I was not informed of this change properly, and found out they stole Â£70+ over the months in this forced change I did not approve of. I couldn't close the account with less than 1p in it. it took months and more charges to get out of "negative" to finally close the account. absolutely 0 stars from a 5 star. sneaky scammers. avoid	1	negative	-0.9312	Account
Revolut	So messy untransparent requirements! Firstly we were asked to fake a document using another as a photo. Next, t we're getting rejected for the same reason. The app seems to have so unclear limitations, so even support stuff tries to bypass them. Unfortunately after days lost for verifications and neverending support instructions, for us it still left unusable. Good idea, but may need some beta-testing.	2	negative	-0.5601	UX
Revolut	very easily accessible	5	positive	0.4005	Other
Revolut	absolutely delightful	5	positive	0.624	Other
Revolut	good	5	positive	0.4404	Other
Revolut	very good	5	positive	0.4927	Other
Revolut	it is so good.	5	positive	0.5777	Other
Revolut	revolut my number 1 bank in the UK very helpful and Kyle always on the phone to give support thanks	5	positive	0.8399	Other
Revolut	great ðŸ˜ƒ	5	positive	0.6249	Other
Revolut	its a great app	5	positive	0.6249	Other
Revolut	Well I main issue is that you can not make, cash payments into either, the buisness bank account or into the personal account. especially as some customers pay cash from the tills . this does have sorry does cause problems. so I have to get a third party to pay into my accounts but not the same as invoice. should have a way of doing this. but without charges.	3	positive	0.3007	Account
Revolut	professional and fast	5	neutral	0	Other
Revolut	Corporate onboarding process is not transparent. Still support contractors generally behave welcoming, the submitted documents are not getting read carefully, and situations that do not fit their most common scripts making the stuff get lost.	2	negative	-0.4833	Other
Revolut	Great to use	5	positive	0.6249	Other
Revolut	one of best banking app	5	positive	0.6369	Other
Revolut	Easy opening process, now let's put it to the test. But as I'm a private client for ages I'm looking forward for easy company banking too.	5	positive	0.7003	UX
Revolut	Works well. Employee has no idea what funds are on a card available for use which can be a pain when requiring materials though. Also when trying to upload receipts the app can constantly restart so you can't upload any receipts. Very frustrating when you need to get receipts sorted for accounting purposes	2	negative	-0.7645	Account
Revolut	had a terrible experience with revolut business	1	negative	-0.4767	Other
